32 32
0 1 2
0 3 -7
0 4 8
0 5 -7
0 6 -4
0 7 6
0 8 8
0 9 10
0 10 4
0 11 2
0 12 -6
0 13 6
0 14 -8
0 15 -7
0 16 -4
0 17 7
0 18 -4
0 19 -5
0 20 -6
0 21 -7
0 22 2
0 23 6
0 24 -1
0 25 -8
0 27 5
0 28 1
0 29 -6
0 30 -6
0 31 -2
1 1 10
1 2 10
1 4 1
1 5 4
1 6 -7
1 7 -2
1 8 10
1 9 2
1 10 1
1 11 7
1 12 1
1 13 -9
1 14 4
1 15 -8
1 16 -5
1 17 4
1 18 2
1 19 -4
1 20 -2
1 21 9
1 22 6
1 23 -9
1 24 9
1 25 5
1 26 -7
1 27 3
1 28 -3
1 29 5
1 30 3
1 31 -10
2 0 -10
2 1 5
2 2 5
2 3 7
2 4 2
2 5 7
2 6 -9
2 7 5
2 8 2
2 9 -7
2 10 7
2 11 4
2 12 -9
2 13 -5
2 14 -1
2 15 7
2 16 -10
2 17 2
2 18 -5
2 19 6
2 20 -3
2 21 1
2 22 -6
2 23 9
2 24 -1
2 25 10
2 26 3
2 27 5
2 28 10
2 29 -1
2 30 10
2 31 7
3 0 -3
3 1 -6
3 3 -10
3 4 10
3 5 6
3 6 2
3 7 2
3 8 7
3 10 8
3 12 7
3 13 6
3 14 -4
3 15 5
3 16 -2
3 17 10
3 18 -3
3 19 10
3 20 -2
3 21 1
3 22 -9
3 23 5
3 24 3
3 25 1
3 26 1
3 27 8
3 28 7
3 29 -9
3 30 8
3 31 -6
4 0 -6
4 1 2
4 2 -3
4 3 -1
4 4 1
4 5 5
4 6 -5
4 7 8
4 8 -7
4 9 6
4 10 8
4 11 -1
4 12 -6
4 13 -1
4 14 10
4 15 8
4 16 -3
4 17 6
4 18 9
4 19 -4
4 20 2
4 22 3
4 23 -10
4 24 -9
4 25 -7
4 26 6
4 27 -6
4 28 1
4 29 -3
4 30 -1
4 31 -1
5 0 9
5 1 3
5 2 3
5 3 8
5 4 -4
5 5 -2
5 6 -6
5 7 4
5 8 -1
5 9 4
5 10 9
5 11 8
5 12 -5
5 13 -2
5 14 -5
5 15 -8
5 16 9
5 17 -8
5 18 6
5 19 1
5 20 4
5 21 3
5 22 4
5 23 -5
5 24 -3
5 25 -8
5 26 2
5 27 3
5 28 8
5 29 2
5 30 10
5 31 -9
6 0 -3
6 1 10
6 2 -8
6 3 -1
6 4 1
6 5 6
6 6 -7
6 7 6
6 8 6
6 9 -5
6 10 2
6 11 -3
6 12 10
6 13 9
6 14 9
6 15 8
6 16 7
6 17 -3
6 18 -8
6 19 -3
6 20 8
6 21 4
6 22 8
6 23 6
6 24 3
6 25 -6
6 26 -9
6 28 -3
6 29 -9
6 30 -5
6 31 -9
7 0 5
7 1 9
7 2 3
7 3 1
7 4 -7
7 5 6
7 6 -6
7 7 1
7 8 8
7 9 -10
7 10 1
7 11 -7
7 12 7
7 13 -4
7 14 -4
7 15 4
7 16 2
7 17 -2
7 18 -9
7 19 2
7 20 -1
7 21 -1
7 22 -8
7 23 -10
7 24 5
7 25 1
7 26 -7
7 27 3
7 28 -9
7 29 7
7 30 -7
7 31 -1
8 0 6
8 1 -3
8 2 5
8 3 8
8 4 6
8 5 6
8 6 -6
8 7 8
8 8 -1
8 9 10
8 10 9
8 11 -2
8 12 -1
8 13 -3
8 14 -2
8 15 -2
8 16 9
8 17 4
8 18 2
8 19 -4
8 20 -4
8 22 5
8 23 2
8 24 -4
8 25 -9
8 26 2
8 27 -6
8 29 -4
8 30 -6
8 31 -10
9 0 -6
9 1 -3
9 2 6
9 3 -1
9 4 1
9 5 3
9 6 7
9 7 2
9 8 -8
9 9 -7
9 10 5
9 12 2
9 13 -2
9 14 -6
9 15 -4
9 16 3
9 17 -1
9 18 -1
9 19 -8
9 20 5
9 21 -5
9 22 5
9 23 -4
9 24 -9
9 25 -10
9 26 -5
9 27 -4
9 28 4
9 29 2
9 30 -1
9 31 -6
10 0 4
10 1 7
10 2 -1
10 3 -3
10 4 6
10 5 -10
