512 512
0 0 -3
0 1 1
0 2 7
0 3 6
0 4 -3
0 5 4
0 6 1
0 7 2
0 8 -9
0 9 8
0 11 -6
0 12 9
0 13 7
0 14 4
0 15 -8
0 16 -7
0 17 -2
0 18 -10
0 19 2
0 20 -9
0 21 -2
0 22 2
0 23 -2
0 24 -9
0 25 2
0 26 7
0 27 -2
0 28 6
0 29 4
0 30 5
0 31 2
0 32 -8
0 33 2
0 34 7
0 35 -8
0 36 -10
0 37 4
0 38 -6
0 39 6
0 40 1
0 41 -1
0 42 10
0 43 -2
0 44 -9
0 45 9
0 46 10
0 47 1
0 48 9
0 49 2
0 50 6
0 52 -9
0 53 -9
0 54 9
0 55 9
0 57 -6
0 58 6
0 59 8
0 60 2
0 61 -8
0 62 2
0 63 -5
0 64 2
0 65 -3
0 66 -10
0 67 -4
0 68 -8
0 69 -10
0 70 -10
0 71 3
0 72 -8
0 73 -6
0 74 -3
0 75 -9
0 76 -6
0 77 7
0 78 1
0 79 -9
0 80 -7
0 81 6
0 82 -8
0 83 5
0 84 6
0 85 -4
0 86 9
0 87 10
0 88 2
0 89 -6
0 90 -8
0 91 4
0 92 -6
0 94 4
0 95 10
0 96 -8
0 97 -4
0 98 6
0 99 -7
0 100 -1
0 101 4
0 102 7
0 103 1
0 105 -1
0 106 5
0 107 5
0 108 -1
0 109 6
0 110 -1
0 111 -8
0 112 -3
0 113 2
0 114 5
0 115 2
0 116 -8
0 117 -8
0 118 7
0 119 -6
0 120 3
0 121 -10
0 122 2
0 123 5
0 124 8
0 125 -7
0 126 5
0 127 -5
0 128 3
0 129 7
0 130 -3
0 131 -7
0 132 3
0 133 4
0 134 6
0 135 -3
0 136 -6
0 137 -10
0 138 -1
0 139 10
0 140 -4
0 141 -10
0 142 1
0 144 1
0 145 -7
0 146 10
0 148 5
0 149 -6
0 150 9
0 151 -6
0 152 -2
0 153 10
0 154 -4
0 155 8
0 156 10
0 157 3
0 158 -7
0 159 -8
0 160 -4
0 161 9
0 162 2
0 163 7
0 164 2
0 165 -10
0 167 3
0 168 7
0 169 -10
0 170 7
0 171 -2
0 172 1
0 174 -8
0 175 7
0 176 -6
0 177 6
0 178 -9
0 179 6
0 180 -4
0 181 7
0 182 5
0 183 6
0 184 -9
0 185 -5
0 186 9
0 187 -6
0 188 -10
0 189 7
0 190 -4
0 191 10
0 192 8
0 193 4
0 194 -3
0 195 9
0 196 -1
0 197 6
0 198 -3
0 199 -10
0 200 8
0 202 -2
0 203 -10
0 204 5
0 205 -8
0 207 -8
0 208 1
0 209 -10
0 210 8
0 211 6
0 212 9
0 213 3
0 214 2
0 215 -3
0 216 1
0 217 6
0 218 7
0 219 5
0 220 4
0 221 -4
0 222 -7
0 223 5
0 224 -8
0 225 8
0 226 -2
0 227 3
0 228 9
0 229 1
0 230 6
0 231 10
0 232 -9
0 233 -2
0 234 3
0 235 -4
0 236 -6
0 237 -6
0 238 5
0 239 2
0 240 -2
0 241 -6
0 242 -3
0 243 4
0 244 -5
0 245 3
0 246 8
0 247 -7
0 248 4
0 249 -8
0 250 4
0 251 2
0 252 -10
0 253 -4
0 254 -8
0 255 2
0 256 4
0 257 -4
0 258 -1
0 259 4
0 260 -3
0 261 -6
0 262 -5
0 263 -2
0 264 6
0 265 -5
0 266 1
0 268 9
0 269 8
0 271 -5
0 272 -2
0 273 9
0 274 4
0 275 -4
0 276 1
0 277 8
0 278 -6
0 279 -3
0 280 8
0 281 -5
0 282 1
0 283 3
0 284 1
0 285 -2
0 286 4
0 287 -7
0 288 -5
0 289 -5
0 290 -9
0 291 3
0 292 4
0 293 -10
0 294 10
0 295 -2
0 296 8
0 297 1
0 298 -7
0 299 3
0 300 6
0 301 -8
0 303 8
0 304 -1
0 305 -6
0 306 -8
0 307 -10
0 308 -7
0 309 2
0 310 -5
0 311 -9
0 312 -3
0 313 7
0 314 5
0 315 10
0 316 2
0 317 10
0 318 5
0 319 3
0 320 9
0 321 -2
0 322 -2
0 323 6
0 324 -7
0 325 10
0 326 -9
0 327 -8
0 328 1
0 329 8
0 330 -8
0 331 10
0 332 -8
0 333 9
0 334 4
0 335 -3
0 336 2
0 337 5
0 338 -2
0 339 9
0 340 -4
0 341 10
0 342 6
0 343 -2
0 344 2
