128 128
0 0 -8
0 1 5
0 2 5
0 3 10
0 4 -10
0 5 -2
0 6 -4
0 7 1
0 8 -4
0 9 9
0 10 -9
0 11 8
0 12 -10
0 13 2
0 14 9
0 15 -10
0 16 1
0 17 -8
0 18 -7
0 19 8
0 20 6
0 21 -3
0 22 10
0 23 -7
0 24 -9
0 25 -6
0 26 8
0 27 10
0 28 6
0 29 2
0 30 2
0 31 -9
0 32 -7
0 33 2
0 34 -3
0 35 -1
0 36 1
0 37 -4
0 38 1
0 39 8
0 40 -2
0 41 3
0 42 -6
0 43 1
0 44 7
0 46 -1
0 47 -10
0 48 1
0 49 -9
0 50 8
0 52 -7
0 53 9
0 54 -7
0 55 1
0 56 -10
0 57 6
0 58 8
0 59 5
0 60 5
0 61 -3
0 62 -6
0 63 7
0 64 -1
0 65 10
0 66 -2
0 67 3
0 68 5
0 69 -2
0 70 -5
0 71 1
0 72 5
0 73 4
0 74 -6
0 75 7
0 76 -3
0 77 -1
0 78 -10
0 79 3
0 80 7
0 81 -4
0 82 -9
0 83 -9
0 84 10
0 85 -8
0 86 -8
0 87 7
0 88 -4
0 89 -3
0 90 3
0 91 3
0 92 1
0 93 -4
0 94 -1
0 95 -10
0 96 4
0 97 8
0 98 10
0 99 8
0 100 9
0 101 1
0 102 8
0 103 -5
0 104 -8
0 105 -1
0 106 -6
0 107 -7
0 108 -1
0 109 -3
0 110 10
0 111 -8
0 112 -4
0 113 7
0 114 -9
0 115 6
0 116 -2
0 117 3
0 118 7
0 119 8
0 120 -9
0 122 9
0 123 2
0 124 -3
0 125 7
0 126 1
0 127 -1
1 0 -4
1 1 -7
1 2 6
1 3 -10
1 4 -6
1 5 -6
1 6 10
1 7 10
1 9 -3
1 10 9
1 11 5
1 12 -9
1 13 9
1 14 -8
1 15 10
1 16 3
1 17 10
1 18 -10
1 19 -6
1 20 -4
1 21 5
1 22 8
1 23 -10
1 24 -3
1 25 -2
1 26 -2
1 27 -4
1 28 4
1 29 6
1 30 3
1 31 1
1 33 9
1 34 8
1 35 7
1 36 -9
1 37 3
1 38 6
1 39 1
1 40 9
1 41 9
1 42 -9
1 43 -9
1 44 -6
1 45 -7
1 46 -3
1 48 -8
1 49 4
1 50 2
1 51 10
1 52 -9
1 53 9
1 54 7
1 55 -10
1 56 5
1 57 4
1 58 -10
1 59 1
1 60 -10
1 61 9
1 62 -9
1 63 -1
1 64 5
1 65 -7
1 66 -4
1 67 -3
1 68 -5
1 69 -6
1 70 -7
1 71 2
1 72 8
1 73 -6
1 74 -9
1 75 7
1 76 -7
1 77 -8
1 78 -10
1 79 -2
1 80 4
1 81 10
1 82 -5
1 83 -3
1 84 -6
1 85 10
1 86 -7
1 87 8
1 88 -1
1 89 -2
1 90 -7
1 91 10
1 92 1
1 93 4
1 94 -5
1 95 -1
1 96 -1
1 97 -6
1 98 -9
1 100 -10
1 101 -8
1 102 3
1 103 4
1 104 -8
1 105 7
1 106 -1
1 107 8
1 108 5
1 109 5
1 110 3
1 111 -8
1 112 -1
1 113 6
1 114 -8
1 115 1
1 116 1
1 117 -2
1 118 -6
1 119 10
1 120 8
1 121 2
1 122 5
1 123 10
1 124 -5
1 125 4
1 126 1
1 127 1
2 0 9
2 1 -1
2 2 -5
2 3 -6
2 4 -9
2 5 5
2 6 -10
2 7 3
2 8 10
2 9 9
2 10 -10
2 11 -6
2 12 -4
2 14 9
2 15 -8
2 16 -10
2 17 9
2 18 10
2 19 1
2 20 5
2 21 -10
2 22 -8
2 23 8
2 24 -8
2 25 10
2 26 -10
2 27 10
2 28 6
2 29 -9
2 30 5
2 31 -8
2 32 6
2 33 8
2 34 7
2 35 8
2 36 2
2 37 7
2 38 2
2 39 -3
2 40 7
2 41 9
2 42 -9
2 43 -4
2 44 -6
2 45 -10
2 46 8
2 47 10
2 48 1
2 49 -2
2 50 -10
2 51 10
2 52 6
2 53 -3
2 54 7
2 55 9
2 56 -5
2 57 -9
2 58 3
2 59 10
2 60 2
2 61 8
2 62 -7
2 63 10
2 64 9
2 65 5
2 67 7
2 68 -5
2 69 -2
2 70 8
2 71 -2
2 72 5
2 73 -7
2 74 -9
2 75 -8
2 76 -8
2 77 -8
2 78 3
2 80 8
2 81 -6
2 82 3
2 83 4
2 84 1
2 85 5
2 86 -10
2 88 -8
2 89 -7
2 90 6
2 91 7
2 92 -7
2 93 -10
2 94 6
2 95 -4
2 96 -6
2 97 -5
2 98 -8
2 99 -4
2 100 -9
2 101 9
2 102 -7
2 103 6
2 104 -9
2 105 -6
2 106 7
2 107 -8
2 108 4
2 109 -5
2 110 6
2 111 -1
2 112 -9
2 113 1
2 114 -1
2 115 -10
2 116 -2
2 117 5
2 118 -10
2 119 7
2 120 -4
2 121 8
2 122 4
2 123 -5
2 124 2
2 125 4
2 126 9
3 0 2
3 1 -1
3 2 -9
3 3 10
3 4 -5
3 5 -8
3 6 -2
3 7 -7
3 8 -2
3 10 10
3 11 7
3 12 3
3 14 7
3 15 6
3 16 -4
3 17 -1
3 19 3
3 20 8
3 21 -9
3 22 2
3 23 -4
3 24 5
3 25 9
3 26 -3
3 28 4
3 29 -7
3 30 2
3 31 -6
3 32 3
3 33 -1
3 34 -9
3 35 -9
3 36 5
3 37 7
3 38 10
3 39 -10
3 40 -7
3 41 -1
3 42 -4
3 43 -5
3 44 7
3 45 -3
3 46 8
3 47 3
3 48 -5
3 49 10
3 50 5
3 51 3
3 52 -10
3 53 3
3 54 5
3 55 7
3 56 -1
3 57 2
3 58 6
3 59 -5
3 61 -4
3 62 -9
3 65 -5
3 66 5
3 67 7
3 68 -2
3 69 -2
3 70 -1
3 71 9
3 72 4
3 73 9
3 74 1
3 75 8
3 77 2
3 78 -3
3 79 8
3 80 -5
3 81 3
3 82 6
3 83 6
3 84 10
3 85 -6
3 86 -8
3 87 10
3 88 7
3 89 10
3 90 -8
3 92 -5
3 93 -10
3 94 -9
3 95 -4
3 96 8
3 97 6
3 98 -6
3 99 -7
3 100 8
3 101 5
3 102 -5
3 103 -9
3 104 -5
3 105 4
3 107 -8
3 108 -8
3 109 8
3 110 5
3 111 -4
3 112 -8
3 113 6
3 114 5
3 115 3
3 116 -7
3 117 10
3 118 3
3 119 -5
3 120 4
3 121 -7
3 122 5
3 123 -4
3 124 10
3 125 -9
3 126 -2
3 127 -8
4 0 -6
4 1 4
4 2 -5
4 3 -9
4 4 -7
4 5 -5
4 6 -9
4 7 3
4 8 9
4 9 -5
4 10 -4
4 11 10
4 12 10
4 13 4
4 14 6
4 15 2
4 16 8
4 17 3
4 18 9
4 19 -10
4 20 8
4 21 1
4 22 1
4 23 -10
4 24 3
4 26 -10
4 27 6
4 28 10
4 29 2
4 30 7
4 31 -5
4 32 -3
4 33 -10
4 35 -8
4 36 -9
4 37 3
4 38 -2
4 39 4
4 40 -5
4 41 -8
4 42 -8
4 43 8
4 44 7
4 45 4
4 46 8
4 47 8
4 48 8
4 49 -9
4 50 1
4 51 -6
4 52 3
4 53 4
4 54 -3
4 55 1
4 56 8
4 57 8
4 58 3
4 59 -7
4 60 -8
4 61 1
4 62 -4
4 63 2
4 64 -7
4 65 -7
4 66 -6
4 67 9
4 68 -1
4 69 -3
4 70 -10
4 71 -6
4 72 5
4 73 -9
4 74 -2
4 75 7
4 76 3
4 77 1
4 78 -4
4 79 -7
4 80 -6
4 81 5
4 82 -5
4 84 7
4 85 -4
4 86 2
4 87 -6
4 88 -4
4 89 -9
4 90 4
4 91 3
4 92 -2
4 93 -4
4 94 -4
4 95 4
4 96 -6
4 97 4
4 98 -3
4 99 1
4 100 -6
4 101 -5
4 102 -4
4 103 7
4 104 5
4 105 -6
4 106 1
4 107 4
4 108 1
4 109 -6
4 110 8
4 111 4
4 112 -8
4 113 5
4 114 -9
4 115 10
4 116 -8
4 117 6
4 118 -7
4 119 9
4 120 10
4 121 -1
4 122 -10
4 123 9
4 124 -3
4 125 -9
4 126 2
4 127 -5
5 0 4
5 1 1
5 2 6
5 3 -9
5 4 -4
5 5 9
5 6 10
5 7 -2
5 8 5
5 9 -3
5 10 8
5 12 7
5 13 -8
5 14 2
5 15 -9
5 16 8
5 17 1
5 18 7
5 19 3
5 20 -6
5 21 -8
5 22 -4
5 23 7
5 24 9
5 25 -6
5 27 -4
5 28 -6
5 29 10
5 30 -10
5 31 -6
5 32 3
5 33 -6
5 34 8
5 35 -10
5 36 7
5 37 3
5 38 5
5 39 3
5 40 6
5 42 -1
5 43 -9
5 44 5
5 45 10
5 46 4
5 47 -9
5 48 9
5 49 7
5 50 -3
5 52 -1
5 53 -4
5 54 -3
5 55 8
5 56 -10
5 57 3
5 58 10
5 59 4
5 60 7
5 61 9
5 62 -8
5 63 -5
5 64 -5
5 65 -10
5 66 -7
5 67 -5
5 68 -7
5 69 9
5 70 -6
5 71 4
5 73 -7
5 74 -4
5 75 3
5 76 2
5 77 -4
5 78 -8
5 79 -6
5 80 6
5 81 6
5 82 5
5 83 -4
5 84 -7
5 85 8
5 86 9
5 87 4
5 89 6
5 90 5
5 91 -6
5 92 -8
5 93 -5
5 94 9
5 95 5
5 96 4
5 97 -6
5 98 -8
5 99 2
5 100 6
5 101 -3
5 102 -2
5 103 9
5 104 -8
5 105 1
5 106 -5
5 107 -6
5 108 6
5 109 -1
5 110 -5
5 111 -7
5 113 2
5 114 -3
5 115 3
5 116 -5
5 117 3
5 118 -8
5 119 5
5 120 -10
5 121 6
5 122 8
5 123 2
5 124 -6
5 125 10
5 126 -4
5 127 3
6 0 -6
6 1 10
6 2 -5
6 3 4
6 4 -6
6 5 -7
6 6 9
6 7 6
6 8 -5
6 9 8
6 10 -8
6 11 -5
6 12 -7
6 13 4
6 14 -4
6 15 -1
6 16 4
6 17 8
6 18 -5
6 19 -3
6 21 3
6 22 10
6 23 6
6 24 1
6 25 -7
6 26 2
6 27 6
6 29 -7
6 30 -6
6 31 9
6 33 4
6 34 -7
6 35 -1
6 36 8
6 37 -2
6 38 -6
6 39 -4
6 40 8
6 41 -7
6 42 9
6 43 -3
6 44 4
6 45 3
6 46 -1
6 47 -9
6 48 -4
6 49 -1
6 50 6
6 51 4
6 52 -9
6 53 -1
6 54 6
6 55 4
6 56 1
6 57 -6
6 58 3
6 59 5
6 60 8
6 61 3
6 62 -8
6 63 -10
6 64 -5
6 65 2
6 66 4
6 67 -3
6 68 4
6 69 2
6 70 -3
6 71 10
6 72 5
6 73 -9
6 74 3
6 76 -4
