64 64
0 0 -1
0 1 -9
0 2 -5
0 3 -1
0 4 4
0 5 -3
0 6 10
0 7 -3
0 8 -1
0 9 -8
0 10 8
0 11 8
0 12 10
0 13 4
0 14 -5
0 15 -2
0 17 2
0 18 -6
0 19 6
0 20 -3
0 21 -4
0 22 -3
0 23 -6
0 24 9
0 25 9
0 26 6
0 27 -5
0 28 1
0 29 -3
0 30 2
0 31 1
0 32 2
0 33 3
0 34 -4
0 35 7
0 36 -9
0 37 -2
0 38 -7
0 39 1
0 40 10
0 41 -8
0 42 2
0 43 -1
0 45 -3
0 46 4
0 47 -6
0 48 2
0 49 -1
0 50 -5
0 51 10
0 52 -4
0 53 3
0 54 -5
0 55 -1
0 56 6
0 57 -8
0 58 -7
0 59 -5
0 60 5
0 61 7
0 62 7
0 63 5
1 0 7
1 4 -4
1 5 -4
1 6 4
1 7 -8
1 8 5
1 9 -8
1 10 5
1 11 8
1 12 3
1 13 10
1 14 9
1 15 7
1 16 -1
1 17 7
1 18 -9
1 19 5
1 20 -10
1 21 9
1 22 -9
1 23 3
1 24 -2
1 25 -2
1 26 5
1 27 -8
1 28 8
1 29 -7
1 30 5
1 31 -8
1 33 7
1 34 5
1 35 5
1 36 -3
1 37 10
1 38 -3
1 39 9
1 40 -3
1 41 -5
1 42 10
1 43 5
1 44 -4
1 45 7
1 46 1
1 47 -6
1 48 7
1 49 7
1 50 -10
1 51 -9
1 52 -8
1 53 -7
1 54 2
1 55 10
1 56 -10
1 57 -4
1 58 -3
1 59 -6
1 60 -7
1 61 -10
1 62 -1
1 63 -2
2 0 5
2 1 -9
2 2 -10
2 3 -4
2 4 7
2 5 9
2 6 7
2 9 -6
2 10 1
2 11 4
2 12 -10
2 13 -8
2 14 -1
2 15 6
2 16 3
2 17 -7
2 18 5
2 19 5
2 20 -5
2 21 3
2 22 -3
2 23 -10
2 24 -2
2 25 -6
2 26 -8
2 27 3
2 28 -8
2 29 -6
2 30 -9
2 32 1
2 33 -10
2 34 8
2 35 4
2 36 7
2 37 10
2 38 4
2 39 -8
2 40 -4
2 41 6
2 42 -10
2 43 6
2 44 -1
2 46 7
2 47 -8
2 48 4
2 49 9
2 50 -4
2 51 9
2 52 -1
2 53 -1
2 54 -4
2 55 10
2 56 -10
2 57 7
2 58 9
2 59 7
2 60 9
2 61 -5
2 62 5
2 63 -2
3 0 -3
3 1 -4
3 2 -5
3 3 -9
3 4 3
3 5 -2
3 6 6
3 7 10
3 8 -2
3 9 -3
3 10 6
3 11 8
3 12 -1
3 13 4
3 14 9
3 15 9
3 16 -1
3 17 -6
3 18 6
3 19 -2
3 20 4
3 21 -3
3 22 9
3 24 -7
3 25 -7
3 26 10
3 27 -5
3 28 -5
3 29 8
3 30 -5
3 31 -1
3 32 -8
3 33 -8
3 34 -3
3 35 3
3 37 8
3 38 -7
3 39 -4
3 40 -5
3 41 -2
3 42 2
3 44 -10
3 45 -10
3 46 -7
3 47 4
3 49 1
3 50 4
3 51 5
3 52 -9
3 53 -7
3 56 -9
3 57 8
3 58 -9
3 59 2
3 60 1
3 61 8
3 62 1
3 63 -1
4 0 4
4 1 2
4 2 5
4 3 -4
4 4 4
4 5 4
4 6 8
4 7 2
4 8 5
4 9 1
4 10 5
4 11 -6
4 12 4
4 14 8
4 15 -2
4 16 4
4 17 -5
4 18 4
4 19 -7
4 20 -8
4 21 -4
4 22 -9
4 23 -7
4 24 9
4 25 8
4 26 -7
4 27 -3
4 28 5
4 29 -5
4 30 7
4 31 3
4 32 3
4 33 5
4 34 8
4 35 -7
4 36 -10
4 37 -6
4 38 -7
4 39 -6
4 40 6
4 42 -8
4 43 -7
4 44 2
4 45 -2
4 46 1
4 47 -7
4 48 -3
4 49 7
4 50 10
4 51 2
4 52 3
4 53 6
4 54 -6
4 55 5
4 56 4
4 57 -3
4 58 -4
4 59 5
4 60 -2
4 61 -2
4 62 2
5 0 9
5 1 -9
5 2 9
5 3 -5
5 4 -6
5 5 3
5 6 -6
5 7 7
5 8 -5
5 9 -3
5 10 2
5 11 2
5 12 7
5 13 8
5 14 -2
5 15 3
5 16 -3
5 17 -1
5 18 10
5 19 -1
5 20 -9
5 21 7
5 22 8
5 23 -7
5 24 -3
5 25 1
5 26 -4
5 27 -8
5 28 9
5 29 10
5 30 2
5 31 6
5 32 -4
5 33 2
5 34 1
5 35 -10
5 37 8
5 38 -2
5 39 -2
5 40 5
5 41 1
5 42 -9
5 43 -8
5 44 -3
5 45 -3
5 46 6
5 47 -3
5 48 -3
5 49 -2
5 50 9
5 51 5
5 52 4
5 53 -10
5 54 1
5 55 5
5 56 -7
5 57 6
5 58 -9
5 59 -1
5 60 -2
5 61 -8
5 62 -10
5 63 7
6 0 6
6 2 -3
6 3 6
6 4 -1
6 5 -5
6 6 2
6 7 4
6 8 -4
6 9 -7
6 11 -10
6 12 -6
6 13 9
6 14 2
6 15 4
6 16 -8
6 17 -8
6 18 8
6 19 -6
6 20 -5
6 21 6
6 22 -6
6 23 -8
6 24 9
6 25 -4
6 26 -10
6 27 -7
6 28 -10
6 29 6
6 30 9
6 31 -7
6 32 4
6 33 -10
6 34 6
6 35 -4
6 36 -8
6 37 -5
6 39 -10
6 40 -10
6 41 -5
6 43 -3
6 44 1
6 45 -2
6 46 -10
6 47 1
6 48 4
6 49 8
6 50 -1
6 51 9
