32 32
0 0 1
0 1 6
0 2 -6
0 3 3
0 4 -4
0 5 1
0 7 -3
0 8 -7
0 9 6
0 10 8
0 11 -1
0 12 9
0 13 10
0 14 -1
0 15 9
0 16 10
0 17 -8
0 18 -8
0 19 -4
0 20 9
0 21 9
0 22 5
0 25 -8
0 26 2
0 27 -3
0 28 -9
0 29 -2
0 30 -5
0 31 -1
1 0 -6
1 1 8
1 2 4
1 3 9
1 4 -2
1 5 -7
1 6 6
1 7 -8
1 8 -1
1 9 6
1 10 -2
1 11 8
1 12 -6
1 13 -4
1 14 4
1 15 4
1 16 -1
1 17 7
1 18 -3
1 19 5
1 20 -6
1 22 -1
1 23 10
1 24 -8
1 25 -9
1 28 -2
1 29 8
1 30 -1
1 31 -8
2 0 10
2 1 1
2 2 7
2 3 8
2 4 -10
2 5 7
2 6 -7
2 7 1
2 8 -5
2 9 2
2 10 7
2 11 3
2 12 -3
2 13 -6
2 15 10
2 16 6
2 17 -3
2 18 10
2 19 -8
2 20 -9
2 21 -3
2 22 9
2 23 5
2 24 -2
2 25 8
2 26 -4
2 27 -2
2 28 -7
2 29 -5
2 30 -4
2 31 -1
3 0 -7
3 1 -7
3 2 -4
3 3 -8
3 4 -1
3 5 -5
3 6 -7
3 7 -6
3 8 2
3 9 4
3 10 9
3 11 3
3 12 5
3 13 -6
3 14 2
3 15 -9
3 16 2
3 17 -1
3 18 9
3 19 -6
3 20 1
3 21 -8
3 22 6
3 23 -6
3 24 -9
3 25 5
3 26 -1
3 27 9
3 28 5
3 29 5
3 30 1
3 31 9
4 0 6
4 1 -4
4 2 10
4 3 -3
4 4 -4
4 5 -1
4 6 3
4 8 9
4 9 10
4 10 -9
4 11 8
4 12 -1
4 13 -7
4 14 -8
4 15 1
4 16 2
4 17 5
4 18 5
4 19 -1
4 20 3
4 21 -3
4 22 -2
4 23 -1
4 24 4
4 25 -6
4 26 -1
4 27 5
4 28 -9
4 29 2
4 30 -5
4 31 -1
5 0 -4
5 1 -3
5 2 -8
5 3 -4
5 4 4
5 5 -4
5 6 3
5 7 -6
5 8 -7
5 9 -1
5 10 1
5 11 -5
5 13 -1
5 14 9
5 15 1
5 16 10
5 17 -3
5 19 -10
5 20 -10
5 21 -6
5 22 -9
5 23 2
5 25 -5
5 26 6
5 28 2
5 29 -6
5 30 10
5 31 7
6 0 10
6 1 -2
6 2 -2
6 3 -9
6 4 2
6 5 10
6 6 3
6 7 -2
6 8 2
6 9 4
6 10 -7
6 11 4
6 12 -2
6 13 -2
6 14 -2
6 15 5
6 16 -1
6 17 2
6 18 2
6 19 -1
6 20 -4
6 21 8
6 22 5
6 23 -8
6 24 3
6 25 -8
6 26 3
6 27 -2
6 28 -3
6 29 -1
6 30 -2
6 31 8
7 0 -10
7 2 2
7 3 -10
7 4 5
7 5 5
7 6 -2
7 7 -2
7 8 -10
7 9 4
7 10 -3
7 11 -8
7 12 6
7 13 -1
7 14 8
7 15 -8
7 16 6
7 17 -8
7 18 -5
7 19 -5
7 20 -7
7 21 -6
7 22 4
7 23 -3
7 24 -6
7 25 -7
7 26 7
7 27 -5
7 28 -9
7 29 -7
7 30 2
8 0 -7
8 1 3
8 2 -7
8 3 8
8 4 1
8 5 1
8 6 -6
8 7 6
8 8 -7
8 9 6
8 10 -4
8 11 1
8 13 1
8 14 2
8 15 -8
8 16 -7
8 17 -10
8 18 5
8 19 -9
8 20 5
8 21 -10
8 22 6
8 23 -5
8 24 10
8 25 9
8 26 -2
8 27 7
8 28 -4
8 29 8
8 30 -7
9 0 -1
9 1 6
9 2 8
9 3 -9
9 4 3
9 5 -6
9 6 -9
9 7 -2
9 8 4
9 9 -8
9 10 -3
9 11 -4
9 12 -8
9 13 -6
9 14 -10
9 15 8
9 16 1
9 17 3
9 18 -8
9 19 -1
9 20 2
9 21 3
9 22 -3
9 23 -4
9 24 3
9 25 -2
9 26 -8
9 27 2
9 28 -9
9 29 -6
9 30 -2
9 31 3
10 0 3
10 1 -4
10 2 4
10 3 -10
10 4 -10
10 5 10
10 6 -3
10 7 -5
10 8 1
10 9 -1
10 10 7
10 11 8
10 12 -10
10 13 1
10 14 6
10 15 -8
10 16 9
10 17 -4
10 18 5
10 19 -8
10 20 -6
10 21 9
10 22 10
10 23 10
10 24 -8
10 25 7
10 26 -2
10 27 7
10 28 -4
10 29 4
10 30 2
10 31 -2
11 0 -9
11 1 3
11 2 -1
11 3 8
11 4 -4
11 5 5
11 6 -3
11 7 -6
11 8 4
11 9 -5
11 10 -1
11 11 -6
11 12 5
11 13 10
11 14 -8
11 15 1
11 16 -5
11 17 -10
11 18 1
11 19 1
11 20 -9
11 21 -3
11 22 -3
11 23 4
11 24 9
11 25 -8
11 26 5
11 27 9
11 28 6
11 29 -10
11 30 -4
11 31 9
12 0 -6
12 1 8
12 2 -6
12 3 1
12 4 3
12 5 10
12 6 -3
12 7 2
12 8 5
12 9 -1
12 10 2
12 11 5
12 12 -10
12 13 6
12 14 -9
12 15 -6
12 16 7
12 18 2
12 19 -1
12 20 10
12 21 -7
12 23 -6
12 24 1
12 25 3
12 26 -3
12 27 1
12 28 8
12 29 10
12 30 -8
12 31 -10
13 0 -4
13 1 8
13 2 6
13 3 -1
13 4 -6
13 5 8
13 6 3
13 7 4
13 8 -6
13 9 -8
13 10 -10
13 11 -4
13 12 -2
13 13 -5
13 14 -4
13 15 2
13 16 -3
13 17 -5
13 18 6
13 19 8
13 20 -1
13 21 -3
13 22 -10
13 23 -5
13 24 1
13 25 3
13 26 -2
13 27 10
13 28 -10
13 29 7
13 30 10
13 31 1
14 0 8
14 1 -5
14 2 7
14 3 -4
14 4 10
14 5 7
14 6 -4
14 7 5
14 8 -3
14 9 3
14 10 -4
14 11 9
14 12 -3
14 13 3
14 14 -1
14 15 -10
14 16 -2
14 18 1
14 19 8
14 20 8
14 21 -8
14 22 -7
14 23 8
14 24 -3
14 25 -1
14 26 1
14 27 4
14 28 -1
14 29 -7
14 30 4
14 31 10
15 0 8
15 1 6
15 2 -10
15 3 2
15 4 -1
15 5 -5
15 6 -4
15 7 1
15 8 8
15 9 -2
15 11 3
15 13 -4
15 14 8
15 15 -6
15 16 -6
15 17 -8
15 19 6
15 20 6
15 21 -3
15 22 5
15 23 -4
15 24 3
15 25 7
15 26 -7
15 27 -3
15 28 -5
15 29 6
15 30 1
16 0 -6
16 1 9
16 2 1
16 3 -6
16 4 5
16 5 1
16 6 4
16 7 -4
16 8 -4
16 9 -8
16 10 8
16 11 -4
16 12 -4
16 13 2
16 14 -3
16 15 5
16 16 10
16 17 -1
16 18 -4
16 19 9
16 20 -7
16 21 -8
16 22 5
16 23 8
16 24 10
16 25 -1
16 26 -3
16 27 -1
16 28 -1
16 29 7
16 30 -1
16 31 -8
17 0 2
17 1 7
17 2 -9
17 3 -7
17 4 -2
17 5 8
17 6 5
17 7 3
17 9 3
17 10 -10
17 11 10
17 12 6
17 13 10
17 14 2
17 15 3
17 16 -3
17 17 -9
17 19 -6
17 21 -8
17 22 4
17 23 8
17 24 1
17 25 5
17 26 -5
17 27 5
17 28 -2
17 29 -7
17 30 6
17 31 -2
18 0 8
18 1 8
18 2 -8
18 3 -2
18 4 -9
18 5 5
18 6 -6
18 7 1
18 8 -1
18 9 -4
18 10 -10
18 11 7
18 12 -3
18 13 8
18 14 -9
18 15 7
18 16 -2
18 17 -4
18 18 10
18 19 10
18 20 -6
18 21 2
18 22 -6
18 23 4
18 25 10
18 26 4
18 27 -1
18 28 -10
18 29 3
18 30 -8
18 31 -2
19 0 -9
19 1 5
19 2 3
19 3 -10
19 4 -2
19 5 9
19 6 -5
19 7 4
19 9 5
19 10 5
19 11 -1
19 12 -1
19 13 5
19 14 5
19 15 7
19 16 1
19 17 6
19 18 5
19 19 -2
19 20 9
19 21 -10
19 22 -3
19 23 -7
19 24 4
19 25 1
19 26 -7
19 27 -4
19 28 4
19 29 -1
19 30 8
19 31 7
20 0 -1
20 1 -3
20 2 -10
20 3 -1
20 4 -2
20 5 -2
20 6 2
20 7 10
20 8 -9
20 9 -7
20 10 5
20 11 3
20 12 -10
20 13 -7
20 14 -7
20 16 -6
20 17 9
20 18 -9
20 19 -6
20 20 5
20 22 -6
20 23 -6
20 24 -6
20 25 -10
20 26 7
20 27 -9
20 28 2
20 29 2
20 30 2
20 31 -9
21 0 -5
21 1 9
21 2 6
21 3 -6
21 4 6
21 5 -10
21 6 -5
21 7 -6
21 9 -7
21 10 7
21 12 -3
21 13 7
21 14 5
21 15 -9
21 16 -6
21 17 -4
21 18 -7
21 19 8
